incident_id,date,state,city_or_county,n_killed,n_injured,congressional_district,gun_stolen,gun_type,incident_characteristics,latitude,longitude,n_guns_involved,participant_age_group,participant_gender,participant_status,participant_type,state_house_district,state_senate_district
1026981,1/13/18,North Carolina,Huntersville,1,0,12,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",35.3978,-80.8767,1,0::Adult 18+,0::Male,0::Killed,0::Subject-Suspect,92,41
1026996,1/13/18,North Carolina,Charlotte,0,1,12,0::Unknown,0::Unknown,Shot - Wounded/Injured,35.2479,-80.9067,1,,,0::Injured,0::Victim,101,38
1028033,1/13/18,Texas,Sour Lake,0,1,36,0::Unknown,0::Unknown,Shot - Wounded/Injured||ATF/LE Confiscation/Raid/Arrest||Possession of gun by felon or prohibited person,30.1183,-94.4101,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,"0::Injured||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,19,3
1027000,1/13/18,Tennessee,Powell,0,2,3,0::Unknown,0::Unknown,Shot - Wounded/Injured,36.0357,-84.131,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Female,"0::Injured||1::Injured||2::Unharmed, Arrested||3::Unharmed, Arrested",0::Victim||1::Victim||2::Subject-Suspect||3::Subject-Suspect,33,5
1029016,1/13/18,New York,Staten Island,0,0,11,0::Unknown,0::9mm,Non-Shooting Incident||Drug involvement||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes),40.5599,-74.1748,1,0::Adult 18+,0::Male,"0::Unharmed, Arrested",0::Subject-Suspect,62,24
1026560,1/13/18,Mississippi,West Point,0,1,1,0::Unknown,0::Unknown,Shot - Wounded/Injured,33.6132,-88.644,1,2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,"0::Injured||1::Unharmed, Arrested||2::Unharmed, Arrested||3::Unharmed, Arrested||4::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect||4::Subject-Suspect,36,16
1027509,1/13/18,South Carolina,Sumter,1,0,,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",33.8994,-80.3338,1,0::Adult 18+||1::Teen 12-17||2::Adult 18+,0::Male||1::Male||2::Male,"0::Killed||1::Unharmed, Arrested||2::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect,,
1028940,1/13/18,New Jersey,Jersey City,0,1,10,0::Unknown,0::Unknown,Shot - Wounded/Injured,40.701,-74.083,1,0::Adult 18+,0::Male,0::Injured,0::Victim,31,31
1026405,1/13/18,District of Columbia,Washington,0,1,,0::Unknown,0::Unknown,Shot - Wounded/Injured||Accidental Shooting||Accidental Shooting - Injury||Accidental/Negligent Discharge||Self-Inflicted (not suicide or suicide attempt - NO PERP),38.8411,-76.9778,1,,,0::Injured,0::Victim,,
1026742,1/13/18,Missouri,Jamestown,0,0,4,0::Unknown,0::Unknown,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes),38.7675,-92.494,1,0::Adult 18+,0::Male,"0::Unharmed, Arrested",0::Subject-Suspect,50,6
1026937,1/13/18,Kentucky,Corbin,0,0,5,0::Unknown,0::Handgun,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes),36.982,-84.0942,1,0::Adult 18+,0::Male,"0::Unharmed, Arrested",0::Subject-Suspect,82,21
1027242,1/13/18,Michigan,Pontiac,2,0,14,0::Unknown,0::Handgun,"Shot - Dead (murder, accidental, suicide)||Drug involvement",42.6605,-83.2678,1,0::Adult 18+||1::Adult 18+||2::Teen 12-17||3::Adult 18+||4::Teen 12-17,0::Male||1::Female||2::Male||3::Male||4::Male,"0::Killed||1::Killed||2::Unharmed, Arrested||3::Unharmed, Arrested||4::Unharmed, Arrested",0::Victim||1::Victim||2::Subject-Suspect||3::Subject-Suspect||4::Subject-Suspect,29,12
1026510,1/13/18,Connecticut,Rocky Hill,0,0,1,0::Unknown,0::Unknown,"Shots Fired - No Injuries||Officer Involved Incident||Officer Involved Shooting - Shots fired, no injury||ATF/LE Confiscation/Raid/Arrest",41.6491,-72.6702,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Unharmed||1::Unharmed,0::Subject-Suspect||1::Subject-Suspect,29,9
1027208,1/13/18,Ohio,Cleveland,1,0,,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Defensive Use||Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator||Bar/club incident - in or around establishment",,,1,0::Adult 18+,0::Male,0::Killed,0::Subject-Suspect,,
1029900,1/13/18,Florida,Miami,0,1,24,0::Unknown,0::Unknown,Shot - Wounded/Injured||Car-jacking,25.8451,-80.2132,1,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,0::Injured||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect,108,38
1028824,1/13/18,California,Lemoore,0,0,21,0::Unknown,0::45 Auto,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person,36.2362,-119.757,1,0::Adult 18+,0::Male,"0::Unharmed, Arrested",0::Subject-Suspect,32,14
1026293,1/13/18,Illinois,Chicago,0,1,,0::Unknown,0::Unknown,Shot - Wounded/Injured||House party,,,1,0::Adult 18+,0::Male||1::Male,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect,,
1026302,1/13/18,Illinois,Chicago,0,3,7,0::Unknown,0::Unknown,Shot - Wounded/Injured||House party,41.8699,-87.7237,1,0::Adult 18+||1::Adult 18+,0::Female||1::Male||2::Male,0::Injured||1::Injured||2::Injured,0::Victim||1::Victim||2::Victim,9,5
1028236,1/13/18,Tennessee,La Vergne,0,0,4,0::Unknown,0::Unknown,Non-Shooting Incident||Car-jacking||Brandishing/flourishing/open carry/lost/found,35.9879,-86.5936,1,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,"0::Unharmed, Arrested||1::Unharmed, Arrested||2::Unharmed, Arrested",0::Subject-Suspect||1::Subject-Suspect||2::Subject-Suspect,49,13
1027011,1/13/18,Tennessee,Knoxville,0,0,2,0::Unknown,0::Unknown,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes),35.9294,-83.9061,1,0::Adult 18+,0::Male,"0::Unharmed, Arrested",0::Subject-Suspect,15,6
1027102,1/13/18,Illinois,Decatur,0,0,13,0::Unknown,0::Unknown,Shots Fired - No Injuries,39.8604,-88.9562,1,,,,,96,48
1027273,1/13/18,Wisconsin,New Holstein,1,0,8,0::Unknown,0::38 Spl,"Shot - Dead (murder, accidental, suicide)||Accidental Shooting||Accidental Shooting - Death||Accidental/Negligent Discharge||Self-Inflicted (not suicide or suicide attempt - NO PERP)||Playing with gun",43.8916,-88.1477,1,0::Adult 18+,0::Male,0::Killed,0::Victim,59,20
1026961,1/13/18,New Jersey,Paterson,0,1,,0::Unknown,0::Unknown,Shot - Wounded/Injured,40.9143,-74.1667,1,0::Adult 18+,0::Male,0::Injured,0::Victim,,
1026381,1/13/18,Indiana,Evansville,0,0,8,0::Unknown,0::Handgun,Shots Fired - No Injuries||Possession of gun by felon or prohibited person,37.9588,-87.6189,1,0::Adult 18+,0::Male,"0::Unharmed, Arrested",0::Subject-Suspect,76,49
1026384,1/13/18,Maryland,Baltimore,0,1,,0::Unknown,0::Unknown,Shot - Wounded/Injured,39.3002,-76.6388,1,0::Adult 18+,0::Male,0::Injured,0::Victim,,
1028172,1/13/18,Indiana,Bloomington,0,1,9,0::Unknown,0::Unknown,Shot - Wounded/Injured||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff||ATF/LE Confiscation/Raid/Arrest,39.1213,-86.5267,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,"0::Injured||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,62,40
1027032,1/13/18,Pennsylvania,Philadelphia,0,1,2,0::Unknown,0::Unknown,Shot - Wounded/Injured,39.9623,-75.2306,1,0::Adult 18+,0::Male,0::Injured,0::Victim,190,7
1026344,1/13/18,Indiana,Indianapolis,0,0,7,0::Unknown,0::Unknown,Shots Fired - No Injuries||Home Invasion,39.85,-86.2806,1,,0::Male,0::Unharmed,0::Subject-Suspect,94,29
1027099,1/13/18,Georgia,Hawkinsville,1,0,8,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",32.2861,-83.4694,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,148,20
1026230,1/13/18,North Carolina,Wilmington,0,0,7,0::Unknown,0::Unknown,Shots Fired - No Injuries||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff||Gang involvement,34.217,-77.9291,1,0::Adult 18+,0::Male,"0::Unharmed, Arrested",0::Subject-Suspect,18,9
1027039,1/13/18,Virginia,Chesapeake,0,1,3,0::Unknown,0::Unknown,Shot - Wounded/Injured,36.8062,-76.2779,1,,,0::Injured,0::Victim,77,5
1026957,1/13/18,Texas,Dallas,0,2,30,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Defensive Use||Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator||Defensive Use - Stand Your Ground/Castle Doctrine established",32.6831,-96.8145,1,0::Adult 18+||1::Teen 12-17||2::Teen 12-17,,0::Unharmed||1::Injured||2::Injured,0::Victim||1::Subject-Suspect||2::Subject-Suspect,109,23
1027047,1/13/18,Virginia,Newport News,0,1,3,0::Unknown,0::Unknown,Shot - Wounded/Injured,36.9885,-76.4033,1,0::Teen 12-17,0::Male,0::Injured,0::Victim,95,2
1027049,1/13/18,Georgia,Riverdale,1,0,13,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",33.565,-84.3958,1,0::Teen 12-17||1::Adult 18+,0::Male||1::Male,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,77,34
1028336,1/13/18,Georgia,Albany,0,2,2,0::Unknown,0::Unknown,Shot - Wounded/Injured,31.5516,-84.1529,1,,,0::Injured||1::Injured,0::Victim||1::Victim,154,12
1026884,1/13/18,California,Bakersfield,0,1,23,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Home Invasion||Home Invasion - subject/suspect/perpetrator injured||Defensive Use||Defensive Use - Victim stops crime||Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",35.3655,-119.109,1,1::Adult 18+,0::Male||1::Male,0::Unharmed||1::Injured,0::Victim||1::Subject-Suspect,34,16
1028344,1/13/18,Georgia,Woodstock,0,1,11,0::Unknown,0::Unknown,Shot - Wounded/Injured,34.1197,-84.4002,1,0::Adult 18+||1::Adult 18+,1::Male,"0::Injured||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,21,21
1027633,1/13/18,District of Columbia,Washington,0,0,,0::Unknown,0::Unknown,Non-Shooting Incident||Car-jacking||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||BB/Pellet/Replica gun||Brandishing/flourishing/open carry/lost/found,38.8622,-76.9866,1,0::Teen 12-17,0::Male,"0::Unharmed, Arrested",0::Subject-Suspect,,
1027692,1/14/18,Kentucky,Lexington,0,1,6,0::Unknown,0::Unknown,Shot - Wounded/Injured,38.0552,-84.4971,1,0::Adult 18+,0::Male,0::Injured,0::Victim,75,13
1027307,1/14/18,Colorado,Wheat Ridge,1,0,,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Suicide^||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator shot",39.7829,-105.11,1,0::Adult 18+,0::Male,0::Killed,0::Subject-Suspect,,
1030709,1/14/18,Nebraska,Lincoln,0,0,,0::Unknown,0::Unknown,"Shots Fired - No Injuries||Drive-by (car to street, car to car)",40.8073,-96.6715,1,,,,,,
1031367,1/14/18,Oklahoma,Chickasha,0,0,4,0::Unknown,0::Unknown,Non-Shooting Incident||Drug involvement||Possession of gun by felon or prohibited person||Brandishing/flourishing/open carry/lost/found,35.0382,-97.9472,1,0::Adult 18+,0::Male,"0::Unharmed, Arrested",0::Subject-Suspect,56,23
1026872,1/14/18,California,Los Angeles,1,0,34,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",34.0853,-118.193,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Killed||1::Unharmed,0::Subject-Suspect||1::Subject-Suspect,51,24
1027663,1/14/18,Florida,Naples,0,1,19,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Bar/club incident - in or around establishment",26.1453,-81.7853,1,0::Adult 18+,0::Male,0::Injured,0::Victim,106,28
1026905,1/14/18,Florida,Fort Lauderdale (Lauderhill),0,1,20,0::Unknown,0::Unknown,Shot - Wounded/Injured,26.1453,-80.1741,1,0::Adult 18+,0::Male,0::Injured,0::Victim,94,33
1030385,1/14/18,Ohio,Cleveland (Parma),2,0,9,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Domestic Violence",41.3901,-81.7062,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Killed||1::Killed,0::Victim||1::Subject-Suspect,15,23
1027920,1/14/18,Indiana,Fort Wayne,1,2,3,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Institution/Group/Business",41.0469,-85.1277,1,0::Adult 18+||1::Teen 12-17||2::Adult 18+,0::Female||1::Female||2::Male||3::Male,0::Killed||1::Injured||2::Injured||3::Unharmed,0::Victim||1::Victim||2::Victim||3::Subject-Suspect,80,15
1027651,1/14/18,Florida,Miami,0,1,24,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Drive-by (car to street, car to car)",25.8307,-80.2299,1,0::Teen 12-17,0::Male,0::Injured,0::Victim,109,38
1027210,1/14/18,Oregon,Portland,0,0,3,0::Unknown,0::Unknown,Institution/Group/Business||Shots Fired - No Injuries||Bar/club incident - in or around establishment,45.552,-122.675,1,,,,,43,22
1027211,1/14/18,Texas,Waco,0,1,17,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Institution/Group/Business||Defensive Use||Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator||Defensive Use - Good Samaritan/Third Party||Bar/club incident - in or around establishment",31.5278,-97.1754,1,0::Adult 18+||1::Adult 18+,1::Male,0::Unharmed||1::Injured,0::Victim||1::Subject-Suspect,56,22
1034041,1/14/18,Ohio,Dayton (Moraine),0,0,10,0::Stolen,0::9mm,Non-Shooting Incident||Non-Aggression Incident||Drug involvement||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person||Stolen/Illegally owned gun{s} recovered during arrest/warrant,39.709,-84.2034,1,0::Adult 18+,0::Male,"0::Unharmed, Arrested",0::Subject-Suspect,42,6
1036248,1/14/18,California,Big Bear Lake (Big Bear),0,0,8,0::Unknown,0::Unknown,Shots Fired - No Injuries,34.2506,-116.791,1,,,,,33,23
1027936,1/14/18,Oregon,Portland,0,0,3,0::Unknown,0::Unknown,Shots Fired - No Injuries,45.5221,-122.639,1,,,,,42,21
1027646,1/14/18,Virginia,Portsmouth,0,1,3,0::Unknown,0::Unknown,Shot - Wounded/Injured,36.8103,-76.3685,1,0::Adult 18+,0::Male,0::Injured,0::Victim,80,18
1027661,1/14/18,Florida,Fort Myers,0,1,19,0::Unknown,0::Unknown,Shot - Wounded/Injured,26.5459,-81.8953,1,0::Teen 12-17||1::Teen 12-17||2::Adult 18+||3::Teen 12-17,0::Male||1::Male||2::Male||3::Male,"0::Injured||1::Unharmed, Arrested||2::Unharmed, Arrested||3::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect,78,27
1027366,1/14/18,Louisiana,Kenner,1,0,,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",29.977,-90.2358,1,0::Adult 18+,0::Male,0::Killed,0::Victim,,
1032073,1/14/18,Tennessee,Powell,0,0,2,0::Unknown,0::Handgun,Non-Shooting Incident||Brandishing/flourishing/open carry/lost/found,36.0194,-84.0518,1,0::Adult 18+,0::Male,"0::Unharmed, Arrested",0::Subject-Suspect,16,5
1028274,1/14/18,California,Stockton,0,1,9,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Child Involved Incident||Child injured (not child shooter)||Drive-by (car to street, car to car)||Possession (gun(s) found during commission of other crimes)",37.9648,-121.334,1,0::Child 0-11,0::Male,0::Injured,0::Victim,13,5
1026882,1/14/18,California,Bakersfield,0,1,21,0::Unknown,0::Unknown,Shot - Wounded/Injured||Institution/Group/Business||Armed robbery with injury/death and/or evidence of DGU found||Possession (gun(s) found during commission of other crimes),35.3812,-118.991,1,1::Adult 18+||2::Adult 18+,0::Male||2::Male,"0::Injured||1::Unharmed, Arrested||2::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect,32,14
1027620,1/14/18,Tennessee,Dyersburg,0,0,8,0::Unknown,0::Unknown,Shots Fired - No Injuries,36.039,-89.4018,1,,,,,77,27
1027593,1/14/18,California,Rohnert Park,0,1,5,0::Unknown,0::Unknown,Shot - Wounded/Injured||Suicide - Attempt||Institution/Group/Business||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator shot||Police Targeted||Possession (gun(s) found during commission of other crimes)||Brandishing/flourishing/open carry/lost/found,38.3492,-122.703,1,0::Adult 18+,0::Male,0::Injured,0::Subject-Suspect,4,3
1027631,1/14/18,District of Columbia,Washington,0,0,,0::Unknown,0::Unknown,Non-Shooting Incident||Car-jacking||Brandishing/flourishing/open carry/lost/found,38.9322,-76.9797,1,0::Adult 18+,0::Male,,0::Subject-Suspect,,
1027044,1/14/18,Virginia,Norfolk,0,1,3,0::Unknown,0::Handgun,Shot - Wounded/Injured||Institution/Group/Business||Armed robbery with injury/death and/or evidence of DGU found,36.8612,-76.2099,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect,90,5
1027639,1/14/18,Florida,Tallahassee,0,0,2,0::Unknown,0::Unknown,"Shots Fired - No Injuries||Officer Involved Incident||Officer Involved Shooting - Shots fired, no injury",30.5854,-84.2557,1,,,0::Unharmed||1::Unharmed,0::Subject-Suspect||1::Subject-Suspect,9,3
1027052,1/14/18,Virginia,Richmond,0,1,4,0::Unknown,0::Unknown,Shot - Wounded/Injured||Armed robbery with injury/death and/or evidence of DGU found,37.509,-77.4747,1,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,0::Injured||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect,69,16
1027041,1/14/18,Georgia,Norcross,1,1,,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - Resident killed",,,1,0::Adult 18+,0::Male||1::Male,0::Killed||1::Injured||2::Unharmed,0::Victim||1::Victim||2::Subject-Suspect,,
1027626,1/14/18,Florida,Orlando,1,1,10,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Defensive Use||Defensive Use - Victim stops crime||Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",28.5402,-81.4016,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Injured||1::Killed,0::Victim||1::Subject-Suspect,46,11
1028801,1/14/18,Indiana,Evansville,0,0,8,0::Unknown||1::Unknown,0::9mm||1::40 SW,Shots Fired - No Injuries||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Stolen/Illegally owned gun{s} recovered during arrest/warrant,37.9973,-87.5477,2,0::Teen 12-17||1::Teen 12-17,,"0::Unharmed, Arrested||1::Unharmed, Arrested",0::Subject-Suspect||1::Subject-Suspect,78,49
1027217,1/14/18,Ohio,Cleveland,0,1,11,0::Unknown,0::Unknown,Shot - Wounded/Injured,41.4878,-81.6516,1,0::Adult 18+,0::Male,0::Injured,0::Victim,11,21
1027270,1/14/18,Minnesota,Minneapolis,0,0,,0::Unknown,0::Unknown,Shots Fired - No Injuries,45.026,-93.2931,1,,,,,,
1029923,1/14/18,California,San Francisco,0,1,12,0::Unknown,0::Unknown,Shot - Wounded/Injured,37.7482,-122.418,1,0::Adult 18+,0::Male,0::Injured,0::Victim,17,11
1027311,1/14/18,Colorado,Grand Junction,1,0,3,0::Unknown,0::Handgun,"Shot - Dead (murder, accidental, suicide)||Domestic Violence||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )",39.0417,-108.544,1,0::Adult 18+||1::Adult 18+,0::Female||1::Male,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,55,7
1028080,1/14/18,Ohio,Springfield,0,0,8,0::Unknown,0::Unknown,Non-Shooting Incident||Domestic Violence||ATF/LE Confiscation/Raid/Arrest||Brandishing/flourishing/open carry/lost/found,39.9463,-83.8072,1,0::Adult 18+,0::Male,"0::Unharmed, Arrested",0::Subject-Suspect,79,10
1028083,1/14/18,New York,Buffalo,0,0,26,0::Unknown,0::Unknown,Institution/Group/Business||Shots Fired - No Injuries||Bar/club incident - in or around establishment||Possession of gun by felon or prohibited person,42.8906,-78.8754,1,0::Adult 18+,0::Male,0::Arrested,0::Subject-Suspect,141,63
1026866,1/14/18,Florida,Naples,0,0,25,0::Unknown,0::Unknown,Institution/Group/Business||Non-Shooting Incident||Brandishing/flourishing/open carry/lost/found,26.1392,-81.6815,1,0::Adult 18+,0::Male,"0::Unharmed, Arrested",0::Subject-Suspect,105,28
1027390,1/14/18,Iowa,Muscatine,0,0,2,0::Unknown,0::Unknown,Shots Fired - No Injuries,41.4258,-91.047,1,,,,,91,46
1026983,1/14/18,Tennessee,Memphis,2,0,9,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||ATF/LE Confiscation/Raid/Arrest",35.1339,-90.0437,1,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,"0::Killed||1::Killed||2::Unharmed, Arrested",0::Victim||1::Victim||2::Subject-Suspect,90,30
1028104,1/14/18,Oklahoma,Tulsa,0,0,1,0::Stolen,0::Handgun,Shots Fired - No Injuries||Bar/club incident - in or around establishment||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )||Criminal act with stolen gun||Possession of gun by felon or prohibited person||Stolen/Illegally owned gun{s} recovered during arrest/warrant,36.1474,-96.0658,1,0::Adult 18+||1::Adult 18+,0::Male||1::Female,"0::Unharmed, Arrested||1::Unharmed, Arrested",0::Subject-Suspect||1::Subject-Suspect,66,37
1028114,1/14/18,Oklahoma,Broken Arrow,0,0,,0::Unknown||1::Unknown,0::Unknown||1::Unknown,Non-Shooting Incident||Drug involvement||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person||Stolen/Illegally owned gun{s} recovered during arrest/warrant,36.0582,-95.7161,2,0::Adult 18+,0::Male,"0::Unharmed, Arrested",0::Subject-Suspect,,
1027533,1/14/18,Tennessee,Clarksville,1,0,7,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",36.6323,-87.4352,1,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,"0::Killed||1::Unharmed, Arrested||2::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect,74,22
1026846,1/14/18,North Carolina,Dudley,0,1,7,0::Unknown,0::Unknown,Shot - Wounded/Injured||House party,35.2828,-78.0579,1,0::Adult 18+,0::Female,0::Injured,0::Victim,21,5
1027563,1/14/18,Pennsylvania,Easton,0,0,17,0::Unknown,0::Handgun,Institution/Group/Business||Shots Fired - No Injuries||Bar/club incident - in or around establishment,40.6849,-75.2354,1,0::Adult 18+,0::Male,,0::Subject-Suspect,136,18
1027411,1/14/18,Arizona,Tucson,0,1,3,0::Unknown,0::Unknown,Shot - Wounded/Injured,32.1986,-110.965,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect,2,2
1026946,1/14/18,New York,Brooklyn,0,1,8,0::Unknown,0::Unknown,Shot - Wounded/Injured||Non-Aggression Incident||Accidental Shooting||Accidental Shooting - Injury||Accidental/Negligent Discharge||Thought gun was unloaded,40.6663,-73.8774,1,0::Teen 12-17||1::Teen 12-17,0::Male||1::Male,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect,60,19
1027667,1/14/18,Florida,Jackson (county),0,0,2,0::Unknown,0::Unknown,Shots Fired - No Injuries,30.7955,-85.2117,1,,,,,5,2
1027417,1/14/18,Alabama,Montgomery,0,1,7,0::Unknown,0::Unknown,Shot - Wounded/Injured,32.3264,-86.326,1,0::Adult 18+,0::Male,0::Injured,0::Victim,78,26
1027319,1/14/18,Missouri,Saint Louis,0,1,1,0::Unknown,0::Unknown,Shot - Wounded/Injured||Child Involved Incident||Child injured (not child shooter),38.6064,-90.2275,1,0::Child 0-11,0::Male,0::Injured,0::Victim,79,5
1027433,1/14/18,Texas,Dallas,1,0,30,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",32.7744,-96.7085,1,0::Adult 18+,0::Male,0::Killed,0::Victim,110,23
1026951,1/14/18,Texas,San Antonio,0,1,35,0::Unknown,0::Unknown,Shot - Wounded/Injured||Shootout (where VENN diagram of shooters and victims overlap),29.3754,-98.4613,1,0::Adult 18+,0::Male,0::Injured,0::Victim,119,26
1027440,1/14/18,Pennsylvania,Hooversville,2,0,12,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide",40.1895,-78.9118,1,0::Adult 18+||1::Adult 18+,0::Female||1::Male,0::Killed||1::Killed,0::Victim||1::Subject-Suspect,69,32
1027796,1/14/18,Michigan,Grand Rapids,0,1,3,0::Unknown,0::Unknown,Shot - Wounded/Injured,42.9894,-85.6072,1,0::Adult 18+,0::Male,0::Injured,0::Victim,76,29
1027895,1/14/18,Kansas,Topeka,1,0,2,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Possession of gun by felon or prohibited person",39.0276,-95.699,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,56,19
1028062,1/14/18,New York,Ravena,0,0,20,0::Unknown,0::Handgun,Non-Shooting Incident||Drug involvement||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person||Stolen/Illegally owned gun{s} recovered during arrest/warrant,42.4728,-73.806,1,0::Adult 18+,0::Male,0::Arrested,0::Subject-Suspect,102,46
1027648,1/14/18,Florida,Jacksonville,1,1,5,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Institution/Group/Business",30.4243,-81.6601,1,0::Adult 18+||1::Adult 18+,0::Male||1::Female,0::Killed||1::Injured,0::Victim||1::Victim,14,6
1028197,1/14/18,California,Sacramento,1,0,,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",38.543,-121.456,1,0::Adult 18+,0::Male,0::Killed,0::Victim,,
